FRAME;time.TIME;in_chassis_acceleration.longitudinal;in_chassis_velocity.pitch;cueing_velocity.pitch;cueing_acceleration.longitudinal;cueing_position.pitch;cueing_position.longitudinal;OUT5_XY;OUT6_XY;in_chassis_acceleration.lateral;in_chassis_velocity.roll;cueing_velocity.roll;cueing_acceleration.lateral;cueing_position.roll;cueing_position.lateral;OUT5_XY;OUT6_XY;chassis_velocity.yaw;IN2_ZA;in_cueing_velocity.yaw;cueing_position.yaw;OUT3_ZA;in_chassis_acceleration.vertical;IN2_ZV;cueing_acceleration.vertical;cueing_position.vertical;OUT3_ZV;CYCLE_MICROSECS_YX;CYCLE_MICROSECS_XY;CYCLE_MICROSECS_ZA;CYCLE_MICROSECS_ZV;TOT_TIME;cueing_position.longitudinalHP;cueing_position.longitudinalLP;cueing_position.lateralHP;cueing_position.lateralLP;cueing_position.yawHP;cueing_position.yawLP;actual_velocity.x;actual_velocity.y;actual_velocity.z;actual_velocity.yaw;actual_velocity.pitch;actual_velocity.roll;actual_acc.x;actual_acc.y;actual_acc.z;actual_acc.yaw;actual_acc.pitch;actual_acc.roll;status_xy;status_yx;status_za;status_zv;actT1_lenght;actT1_pos.X;actT1_pos.Y;actT1_pos.Z;actT1_pos.YAW;actT1_pos.PITCH;actT1_pos.ROLL;actT1_pos.PSI;actT1_pos.THETA;actT1_pos.PHI;actT2_lenght;actT2_pos.X;actT2_pos.Y;actT2_pos.Z;actT2_pos.YAW;actT2_pos.PITCH;actT2_pos.ROLL;actT2_pos.PSI;actT2_pos.THETA;actT2_pos.PHI;actT3_lenght;actT3_pos.X;actT3_pos.Y;actT3_pos.Z;actT3_pos.YAW;actT3_pos.PITCH;actT3_pos.ROLL;actT3_pos.PSI;actT3_pos.THETA;actT3_pos.PHI;actH1_lenght;actH1_pos.Xtop;actH1_pos.Ytop;actH1_pos.Ztop;actH1_pos.Xbottom;actH1_pos.Ybottom;actH1_pos.Zbottom;actH1_pos.YAW;actH1_pos.PITCH;actH1_pos.ROLL;actH1_pos.PSI;actH1_pos.THETA;actH1_pos.PHI;actH2_lenght;actH2_pos.Xtop;actH2_pos.Ytop;actH2_pos.Ztop;actH2_pos.Xbottom;actH2_pos.Ybottom;actH2_pos.Zbottom;actH2_pos.YAW;actH2_pos.PITCH;actH2_pos.ROLL;actH2_pos.PSI;actH2_pos.THETA;actH2_pos.PHI;actH3_lenght;actH3_pos.Xtop;actH3_pos.Ytop;actH3_pos.Ztop;actH3_pos.Xbottom;actH3_pos.Ybottom;actH3_pos.Zbottom;actH3_pos.YAW;actH3_pos.PITCH;actH3_pos.ROLL;actH3_pos.PSI;actH3_pos.THETA;actH3_pos.PHI;actH4_lenght;actH4_pos.Xtop;actH4_pos.Ytop;actH4_pos.Ztop;actH4_pos.Xbottom;actH4_pos.Ybottom;actH4_pos.Zbottom;actH4_pos.YAW;actH4_pos.PITCH;actH4_pos.ROLL;actH4_pos.PSI;actH4_pos.THETA;actH4_pos.PHI;actH5_lenght;actH5_pos.Xtop;actH5_pos.Ytop;actH5_pos.Ztop;actH5_pos.Xbottom;actH5_pos.Ybottom;actH5_pos.Zbottom;actH5_pos.YAW;actH5_pos.PITCH;actH5_pos.ROLL;actH5_pos.PSI;actH5_pos.THETA;actH5_pos.PHI;actH6_lenght;actH6_pos.Xtop;actH6_pos.Ytop;actH6_pos.Ztop;actH6_pos.Xbottom;actH6_pos.Ybottom;actH6_pos.Zbottom;actH6_pos.YAW;actH6_pos.PITCH;actH6_pos.ROLL;actH6_pos.PSI;actH6_pos.THETA;actH6_pos.PHI;actH1_pos.PSIs;actH1_pos.THETAs;actH1_pos.PHIs;actH2_pos.PSIs;actH2_pos.THETAs;actH2_pos.PHIs;actH3_pos.PSIs;actH3_pos.THETAs;actH3_pos.PHIs;actH4_pos.PSIs;actH4_pos.THETAs;actH4_pos.PHIs;actH5_pos.PSIs;actH5_pos.THETAs;actH5_pos.PHIs;actH6_pos.PSIs;actH6_pos.THETAs;actH6_pos.PHIs;TripFrame.PSI;TripFrame.THETA;TripFrame.PHI;HexFrame.PSI;HexFrame.THETA;HexFrame.PHI;cueing_position.longitudinalinv;cueing_position.longitudinalHPinv;cueing_position.longitudinalLPinv;cueing_position.yawinv;cueing_position.yawHPinv;cueing_position.yawLPinv;cueing_position.lateralinv;cueing_position.lateralHPinv;cueing_position.lateralLPinv;actT1_pos.Xextern;actT1_pos.Yextern;actT1_pos.Zextern;actT2_pos.Xextern;actT2_pos.Yextern;actT2_pos.Zextern;actT3_pos.Xextern;actT3_pos.Yextern;actT3_pos.Zextern
11;0.05;0.0366615;0.000958143;0.0124435;0.0879499;0.000940146;4.32742e-005;0.00236547;0.0126069;2.62599e-005;-1.24692e-006;-5.08014e-005;0.000192449;-9.39863e-007;6.56745e-008;4.80891e-006;-5.09293e-005;-2.5557e-006;10;-2.50359e-006;-4.13528e-008;-2.50896e-006;-0.00332181;10;-0.0260138;-8.24295e-006;-0.000688332;543.276;790.394;200.759;203.824;1747.07;3.62894e-005;6.98487e-006;5.78675e-008;7.80706e-009;-3.93348e-008;-2.01806e-009;0.00250416;4.96501e-006;-0.000688332;-2.50896e-006;0.0126069;-5.09293e-005;0.118712;0.000247642;-0.0325696;0;0;0;0;0;0;0;1.20003;2.92972e-005;0.194105;-0.381;2.61801;0;0;2.61801;0;0;1.19997;0.168129;-0.0970525;-0.381;0.523614;0;0;0.523614;0;0;1.2;-0.168071;-0.0970526;-0.381;-1.57083;0;0;-1.57083;0;0;1.44122;-0.290664;0.75337;1.47522;0.528164;1.16519;0.363;0.465994;0.881545;0;2.03679;0.881545;-1.5708;1.44198;0.797705;0.125;1.47624;0.744991;1.04;0.363;1.62834;0.882014;0;-3.08405;0.882014;-1.5708;1.44198;0.797705;-0.125;1.47624;0.744991;-1.04;0.363;4.65484;0.882014;0;-0.0575469;0.882014;-1.5708;1.44122;-0.290664;-0.753371;1.47522;0.528164;-1.16519;0.363;5.81719;0.881544;0;1.1048;0.881544;-1.5708;1.44102;-0.507171;-0.628371;1.47501;-1.27318;-0.125185;0.363;2.56039;0.881488;0;-2.152;0.881488;-1.5708;1.44102;-0.50717;0.62837;1.47502;-1.27318;0.125185;0.363;3.7228;0.881488;0;-0.989589;0.881488;-1.5708;2.03679;0.881545;-1.5708;-3.08405;0.882014;-1.5708;-0.0575469;0.882014;-1.5708;1.1048;0.881544;-1.5708;-2.152;0.881488;-1.5708;-0.989589;0.881488;-1.5708;-2.01806e-009;0;0;-1.5698;0.000940146;1.5698;-4.32742e-005;-3.62894e-005;-6.98487e-006;4.13528e-008;3.93348e-008;2.01806e-009;-6.56745e-008;-5.78675e-008;-7.80706e-009;-1.03924;0.794105;-0.381;1.20732;0.502947;-0.381;-0.168107;-1.29705;-0.381
12;0.055;0.0443721;0.00102034;0.00873054;0.114704;0.000984673;5.77053e-005;0.00309772;0.00890553;3.51187e-005;-1.62924e-006;-6.31088e-005;0.000244093;-1.25628e-006;9.44347e-008;6.20335e-006;-6.32841e-005;-3.28453e-006;11;-3.23365e-006;-5.75596e-008;-3.24136e-006;-0.0046346;11;-0.0340775;-1.22179e-005;-0.00090166;539.062;800.739;202.292;198.844;1749.37;4.80694e-005;9.63595e-006;8.22252e-008;1.22096e-008;-5.45331e-008;-3.0265e-009;0.00326829;6.53906e-006;-0.00090166;-3.24136e-006;0.00890553;-6.32841e-005;0.152827;0.00031481;-0.0426656;0;0;0;0;0;0;0;1.20004;3.84234e-005;0.194105;-0.381;2.61801;0;0;2.61801;0;0;1.19996;0.168138;-0.0970525;-0.381;0.523619;0;0;0.523619;0;0;1.2;-0.168062;-0.0970525;-0.381;-1.57084;0;0;-1.57084;0;0;1.44121;-0.290679;0.75337;1.4752;0.528162;1.16519;0.363;0.465989;0.881532;0;2.03678;0.881532;-1.5708;1.44201;0.79769;0.125;1.47627;0.744988;1.04;0.363;1.62833;0.882028;0;-3.08406;0.882028;-1.5708;1.44201;0.79769;-0.125;1.47627;0.744988;-1.04;0.363;4.65485;0.882028;0;-0.057534;0.882028;-1.5708;1.44121;-0.290679;-0.753371;1.4752;0.528162;-1.16519;0.363;5.8172;0.881531;0;1.10481;0.881531;-1.5708;1.44099;-0.507185;-0.628371;1.47499;-1.27318;-0.125185;0.363;2.56038;0.881481;0;-2.15201;0.881481;-1.5708;1.44099;-0.507185;0.62837;1.47499;-1.27318;0.125185;0.363;3.72281;0.881482;0;-0.989582;0.881482;-1.5708;2.03678;0.881532;-1.5708;-3.08406;0.882028;-1.5708;-0.057534;0.882028;-1.5708;1.10481;0.881531;-1.5708;-2.15201;0.881481;-1.5708;-0.989582;0.881482;-1.5708;-3.0265e-009;0;0;-1.56952;0.000984674;1.56952;-5.77053e-005;-4.80694e-005;-9.63595e-006;5.75596e-008;5.45331e-008;3.0265e-009;-9.44347e-008;-8.22252e-008;-1.22096e-008;-1.03924;0.794105;-0.381;1.20732;0.502947;-0.381;-0.16811;-1.29705;-0.381
13;0.06;0.0526502;0.00107095;0.00567931;0.146742;0.00101399;7.64641e-005;0.00403243;0.00586248;3.57547e-005;-2.08146e-006;-7.64195e-005;0.000263259;-1.63955e-006;1.31405e-007;8.11335e-006;-7.66539e-005;-4.18943e-006;12;-4.11173e-006;-7.8172e-008;-4.12247e-006;-0.00416637;12;-0.0324624;-1.72346e-005;-0.001105;538.679;783.498;195.779;198.844;1724.85;6.33273e-005;1.31367e-005;1.13059e-007;1.83467e-008;-7.37696e-008;-4.40237e-009;0.00423521;8.24915e-006;-0.001105;-4.12247e-006;0.00586248;-7.66539e-005;0.193383;0.000342017;-0.0406679;0;0;0;0;0;0;0;1.20005;5.01772e-005;0.194105;-0.381;2.61802;0;0;2.61802;0;0;1.19995;0.16815;-0.0970525;-0.381;0.523625;0;0;0.523625;0;0;1.2;-0.16805;-0.0970525;-0.381;-1.57085;0;0;-1.57085;0;0;1.44121;-0.290697;0.75337;1.47519;0.528158;1.16519;0.363;0.465981;0.881519;0;2.03678;0.881519;-1.5708;1.44202;0.797672;0.125;1.47629;0.744985;1.04;0.363;1.62831;0.882037;0;-3.08408;0.882037;-1.5708;1.44202;0.797672;-0.125;1.47629;0.744985;-1.04;0.363;4.65487;0.882037;0;-0.0575173;0.882037;-1.5708;1.44121;-0.290697;-0.753371;1.47519;0.528158;-1.16519;0.363;5.8172;0.881518;0;1.10482;0.881518;-1.5708;1.44097;-0.507204;-0.628371;1.47497;-1.27318;-0.125185;0.363;2.56037;0.881479;0;-2.15202;0.881479;-1.5708;1.44097;-0.507204;0.62837;1.47497;-1.27318;0.125185;0.363;3.72282;0.88148;0;-0.989573;0.88148;-1.5708;2.03678;0.881519;-1.5708;-3.08408;0.882037;-1.5708;-0.0575173;0.882037;-1.5708;1.10482;0.881518;-1.5708;-2.15202;0.881479;-1.5708;-0.989573;0.88148;-1.5708;-4.40237e-009;0;0;-1.56918;0.00101399;1.56918;-7.64641e-005;-6.33273e-005;-1.31367e-005;7.8172e-008;7.37696e-008;4.40237e-009;-1.31405e-007;-1.13059e-007;-1.83467e-008;-1.03924;0.794105;-0.381;1.20732;0.502947;-0.381;-0.168113;-1.29705;-0.381
14;0.065;0.060003;0.00110842;0.00131864;0.183716;0.00102152;0.00010064;0.00520212;0.00150712;4.64882e-005;-2.60387e-006;-9.02992e-005;0.000317263;-2.09258e-006;1.77819e-007;9.95964e-006;-9.0605e-005;-5.13848e-006;13;-5.07044e-006;-1.03597e-007;-5.08502e-006;-0.00579194;13;-0.0404519;-2.3393e-005;-0.00135837;529.484;794.226;205.74;197.694;1735.57;8.29075e-005;1.77323e-005;1.51169e-007;2.66504e-008;-9.7363e-008;-6.2341e-009;0.0054351;1.03163e-005;-0.00135837;-5.08502e-006;0.00150712;-9.0605e-005;0.239979;0.000413436;-0.050675;0;0;0;0;0;0;0;1.20007;6.51575e-005;0.194105;-0.381;2.61803;0;0;2.61803;0;0;1.19993;0.168165;-0.0970525;-0.381;0.523633;0;0;0.523633;0;0;1.2;-0.168035;-0.0970525;-0.381;-1.57087;0;0;-1.57087;0;0;1.44121;-0.290721;0.75337;1.47518;0.528154;1.16519;0.363;0.465972;0.881506;0;2.03677;0.881506;-1.5708;1.44202;0.797647;0.125;1.47629;0.74498;1.04;0.363;1.62829;0.882038;0;-3.0841;0.882038;-1.5708;1.44202;0.797647;-0.125;1.47629;0.74498;-1.04;0.363;4.65489;0.882038;0;-0.057496;0.882038;-1.5708;1.44121;-0.290722;-0.753371;1.47518;0.528154;-1.16519;0.363;5.81721;0.881504;0;1.10483;0.881504;-1.5708;1.44095;-0.507228;-0.628371;1.47496;-1.27319;-0.125185;0.363;2.56036;0.881483;0;-2.15203;0.881483;-1.5708;1.44095;-0.507228;0.62837;1.47496;-1.27319;0.125185;0.363;3.72283;0.881485;0;-0.989561;0.881485;-1.5708;2.03677;0.881506;-1.5708;-3.0841;0.882038;-1.5708;-0.057496;0.882038;-1.5708;1.10483;0.881504;-1.5708;-2.15203;0.881483;-1.5708;-0.989561;0.881485;-1.5708;-6.2341e-009;0;0;-1.56875;0.00102152;1.56875;-0.00010064;-8.29075e-005;-1.77323e-005;1.03597e-007;9.7363e-008;6.2341e-009;-1.77819e-007;-1.51169e-007;-2.66504e-008;-1.03925;0.794105;-0.381;1.20731;0.502947;-0.381;-0.168118;-1.29705;-0.381
15;0.07;0.0675856;0.00113139;-0.00308287;0.224751;0.00100706;0.000131459;0.006635;-0.00289315;4.49606e-005;-3.19357e-006;-0.000104207;0.000331458;-2.61557e-006;2.34848e-007;1.23842e-005;-0.000104598;-6.23935e-006;14;-6.1361e-006;-1.34374e-007;-6.15543e-006;-0.00491622;14;-0.0379366;-3.07793e-005;-0.00159615;537.913;775.836;195.779;192.714;1709.9;0.000107735;2.37235e-005;1.97249e-007;3.75998e-008;-1.25757e-007;-8.61763e-009;0.00689241;1.24954e-005;-0.00159615;-6.15543e-006;-0.00289315;-0.000104598;0.291462;0.000435806;-0.0475561;0;0;0;0;0;0;0;1.20009;8.39888e-005;0.194105;-0.381;2.61804;0;0;2.61804;0;0;1.19991;0.168184;-0.0970524;-0.381;0.523644;0;0;0.523644;0;0;1.2;-0.168016;-0.0970525;-0.381;-1.57089;0;0;-1.57089;0;0;1.44123;-0.290752;0.75337;1.47518;0.528148;1.16519;0.363;0.465959;0.881493;0;2.03676;0.881493;-1.5708;1.44201;0.797617;0.125;1.47627;0.744974;1.04;0.363;1.62827;0.88203;0;-3.08412;0.88203;-1.5708;1.44201;0.797617;-0.125;1.47627;0.744974;-1.04;0.363;4.65492;0.88203;0;-0.057469;0.88203;-1.5708;1.44122;-0.290752;-0.753371;1.47517;0.528148;-1.16519;0.363;5.81723;0.881491;0;1.10484;0.881491;-1.5708;1.44094;-0.507259;-0.628371;1.47496;-1.27319;-0.125185;0.363;2.56034;0.881494;0;-2.15205;0.881494;-1.5708;1.44094;-0.507259;0.62837;1.47496;-1.27319;0.125185;0.363;3.72284;0.881496;0;-0.989547;0.881496;-1.5708;2.03676;0.881493;-1.5708;-3.08412;0.88203;-1.5708;-0.057469;0.88203;-1.5708;1.10484;0.881491;-1.5708;-2.15205;0.881494;-1.5708;-0.989547;0.881496;-1.5708;-8.61763e-009;0;0;-1.5682;0.00100706;1.5682;-0.000131459;-0.000107735;-2.37235e-005;1.34374e-007;1.25757e-007;8.61763e-009;-2.34848e-007;-1.97249e-007;-3.75998e-008;-1.03925;0.794105;-0.381;1.20731;0.502947;-0.381;-0.168124;-1.29705;-0.381
16;0.075;0.0738968;0.00113848;-0.00808837;0.268918;0.000967548;0.000170254;0.00834972;-0.00790152;5.6895e-005;-3.84684e-006;-0.000117623;0.000380151;-3.20612e-006;3.036e-007;1.46755e-005;-0.000118111;-7.31405e-006;15;-7.23098e-006;-1.70654e-007;-7.25604e-006;-0.00700689;15;-0.0466528;-3.9491e-005;-0.00188853;524.886;774.686;193.863;195.779;1698.03;0.000138783;3.14707e-005;2.51887e-007;5.17144e-008;-1.59001e-007;-1.16534e-008;0.00862576;1.50053e-005;-0.00188853;-7.25604e-006;-0.00790152;-0.000118111;0.346669;0.000501988;-0.0584749;0;0;0;0;0;0;0;1.20012;0.000107284;0.194105;-0.381;2.61805;0;0;2.61805;0;0;1.19988;0.168207;-0.0970524;-0.381;0.523656;0;0;0.523656;0;0;1.2;-0.167993;-0.0970524;-0.381;-1.57091;0;0;-1.57091;0;0;1.44125;-0.290791;0.75337;1.47518;0.52814;1.16519;0.363;0.465944;0.881479;0;2.03674;0.881479;-1.5708;1.44197;0.797578;0.125;1.47623;0.744967;1.04;0.363;1.62823;0.882013;0;-3.08416;0.882013;-1.5708;1.44197;0.797578;-0.125;1.47623;0.744967;-1.04;0.363;4.65495;0.882013;0;-0.0574352;0.882013;-1.5708;1.44124;-0.290791;-0.753371;1.47518;0.52814;-1.16519;0.363;5.81724;0.881477;0;1.10485;0.881477;-1.5708;1.44093;-0.507298;-0.628371;1.47497;-1.2732;-0.125185;0.363;2.56032;0.881513;0;-2.15207;0.881513;-1.5708;1.44093;-0.507297;0.62837;1.47497;-1.2732;0.125185;0.363;3.72286;0.881515;0;-0.989528;0.881515;-1.5708;2.03674;0.881479;-1.5708;-3.08416;0.882013;-1.5708;-0.0574352;0.882013;-1.5708;1.10485;0.881477;-1.5708;-2.15207;0.881513;-1.5708;-0.989528;0.881515;-1.5708;-1.16534e-008;0;0;-1.56748;0.000967553;1.56748;-0.000170254;-0.000138783;-3.14707e-005;1.70654e-007;1.59001e-007;1.16534e-008;-3.036e-007;-2.51887e-007;-5.17144e-008;-1.03926;0.794105;-0.381;1.2073;0.502947;-0.381;-0.168132;-1.29705;-0.381
17;0.08;0.081061;0.00112857;-0.0135214;0.31499;0.000900837;0.000218433;0.0103591;-0.0133421;5.21194e-005;-4.55379e-006;-0.000130005;0.000383742;-3.85913e-006;3.85032e-007;1.7517e-005;-0.000130603;-8.55331e-006;16;-8.42051e-006;-2.12916e-007;-8.45233e-006;-0.00574939;16;-0.0442612;-4.96276e-005;-0.0021661;528.718;770.855;206.506;203.824;1717.95;0.000177038;4.13958e-005;3.1549e-007;6.95448e-008;-1.9747e-007;-1.54457e-008;0.010646;1.75677e-005;-0.0021661;-8.45233e-006;-0.0133421;-0.000130603;0.40404;0.000512478;-0.0555146;0;0;0;0;0;0;0;1.20015;0.000135606;0.194105;-0.381;2.61807;0;0;2.61807;0;0;1.19985;0.168236;-0.0970523;-0.381;0.523672;0;0;0.523672;0;0;1.2;-0.167964;-0.0970524;-0.381;-1.57094;0;0;-1.57094;0;0;1.44128;-0.290839;0.75337;1.47519;0.52813;1.16519;0.363;0.465926;0.881465;0;2.03672;0.881465;-1.5708;1.44192;0.79753;0.124999;1.47617;0.744957;1.04;0.363;1.62819;0.881986;0;-3.0842;0.881986;-1.5708;1.44192;0.79753;-0.125001;1.47617;0.744957;-1.04;0.363;4.655;0.881986;0;-0.0573936;0.881986;-1.5708;1.44127;-0.29084;-0.753371;1.47519;0.52813;-1.16519;0.363;5.81726;0.881463;0;1.10487;0.881463;-1.5708;1.44093;-0.507346;-0.628371;1.47499;-1.27321;-0.125185;0.363;2.5603;0.881541;0;-2.15209;0.881541;-1.5708;1.44093;-0.507346;0.62837;1.475;-1.27321;0.125185;0.363;3.72288;0.881543;0;-0.989505;0.881543;-1.5708;2.03672;0.881465;-1.5708;-3.0842;0.881986;-1.5708;-0.0573936;0.881986;-1.5708;1.10487;0.881463;-1.5708;-2.15209;0.881541;-1.5708;-0.989505;0.881543;-1.5708;-1.54457e-008;0;0;-1.56651;0.000900846;1.56651;-0.000218433;-0.000177038;-4.13958e-005;2.12916e-007;1.9747e-007;1.54457e-008;-3.85032e-007;-3.1549e-007;-6.95448e-008;-1.03927;0.794105;-0.381;1.20729;0.502947;-0.381;-0.168141;-1.29705;-0.381
18;0.085;0.0877565;0.00110043;-0.0190108;0.362042;0.000806617;0.000277443;0.0126662;-0.0188441;6.3532e-005;-5.30374e-006;-0.000140681;0.000412923;-4.56613e-006;4.79815e-007;2.01328e-005;-0.0001414;-9.70354e-006;17;-9.60555e-006;-2.61142e-007;-9.64524e-006;-0.00800927;17;-0.0505025;-6.12499e-005;-0.00248282;561.667;819.129;234.858;219.916;1845.53;0.000223461;5.39819e-005;3.88162e-007;9.16577e-008;-2.41042e-007;-2.01002e-008;0.0129579;2.03455e-005;-0.00248282;-9.64524e-006;-0.0188441;-0.0001414;0.462396;0.000555563;-0.0633438;0;0;0;0;0;0;0;1.20019;0.000169436;0.194105;-0.381;2.61809;0;0;2.61809;0;0;1.19981;0.16827;-0.0970523;-0.381;0.523692;0;0;0.523692;0;0;1.2;-0.167931;-0.0970523;-0.381;-1.57098;0;0;-1.57098;0;0;1.44131;-0.290898;0.75337;1.47521;0.528117;1.16519;0.363;0.465903;0.88145;0;2.0367;0.88145;-1.5708;1.44186;0.797471;0.124999;1.47608;0.744944;1.04;0.363;1.62814;0.88195;0;-3.08425;0.88195;-1.5708;1.44185;0.797471;-0.125001;1.47608;0.744944;-1.04;0.363;4.65505;0.88195;0;-0.0573431;0.88195;-1.5708;1.44131;-0.290899;-0.753371;1.4752;0.528117;-1.16519;0.363;5.81728;0.881447;0;1.10489;0.881447;-1.5708;1.44093;-0.507405;-0.628371;1.47503;-1.27322;-0.125185;0.363;2.56027;0.881577;0;-2.15212;0.881577;-1.5708;1.44093;-0.507405;0.62837;1.47503;-1.27322;0.125185;0.363;3.72291;0.88158;0;-0.989477;0.88158;-1.5708;2.0367;0.88145;-1.5708;-3.08425;0.88195;-1.5708;-0.0573431;0.88195;-1.5708;1.10489;0.881447;-1.5708;-2.15212;0.881577;-1.5708;-0.989477;0.88158;-1.5708;-2.01002e-008;0;0;-1.56514;0.00080663;1.56514;-0.000277443;-0.000223461;-5.39819e-005;2.61142e-007;2.41042e-007;2.01002e-008;-4.79815e-007;-3.88162e-007;-9.16577e-008;-1.03928;0.794105;-0.381;1.20728;0.502947;-0.381;-0.168154;-1.29705;-0.381
19;0.09;0.0965078;0.00105324;-0.0251116;0.409649;0.000681803;0.000348748;0.0152699;-0.0249627;5.58481e-005;-6.08168e-006;-0.000149011;0.000408107;-5.31544e-006;5.88501e-007;2.31273e-005;-0.000149861;-1.09564e-005;18;-1.07983e-005;-3.15377e-007;-1.0847e-005;-0.00659596;18;-0.0502595;-7.44524e-005;-0.00279818;567.414;841.351;212.636;210.338;1841.7;0.000278976;6.97717e-005;4.69886e-007;1.18623e-007;-2.89657e-007;-2.57201e-008;0.015564;2.3129e-005;-0.00279818;-1.0847e-005;-0.0249627;-0.000149861;0.521207;0.000556691;-0.0630715;0;0;0;0;0;0;0;1.20024;0.000209153;0.194106;-0.381;2.61811;0;0;2.61811;0;0;1.19976;0.168309;-0.0970522;-0.381;0.523715;0;0;0.523715;0;0;1.2;-0.167891;-0.0970523;-0.381;-1.57103;0;0;-1.57103;0;0;1.44136;-0.29097;0.75337;1.47523;0.528102;1.16519;0.363;0.465876;0.881434;0;2.03667;0.881434;-1.5708;1.44177;0.7974;0.124999;1.47597;0.744928;1.04;0.363;1.62808;0.881902;0;-3.08431;0.881902;-1.5708;1.44176;0.7974;-0.125001;1.47597;0.744928;-1.04;0.363;4.65511;0.881902;0;-0.0572827;0.881902;-1.5708;1.44136;-0.29097;-0.753371;1.47522;0.528101;-1.16519;0.363;5.81731;0.881431;0;1.10492;0.881431;-1.5708;1.44094;-0.507476;-0.628371;1.47508;-1.27324;-0.125185;0.363;2.56024;0.881624;0;-2.15215;0.881624;-1.5708;1.44094;-0.507476;0.62837;1.47508;-1.27324;0.125185;0.363;3.72294;0.881627;0;-0.989444;0.881627;-1.5708;2.03667;0.881434;-1.5708;-3.08431;0.881902;-1.5708;-0.0572827;0.881902;-1.5708;1.10492;0.881431;-1.5708;-2.15215;0.881624;-1.5708;-0.989444;0.881627;-1.5708;-2.57201e-008;0;0;-1.563;0.000681824;1.563;-0.000348748;-0.000278976;-6.97717e-005;3.15377e-007;2.89657e-007;2.57201e-008;-5.88501e-007;-4.69886e-007;-1.18623e-007;-1.0393;0.794105;-0.381;1.20726;0.502947;-0.381;-0.16817;-1.29705;-0.381
20;0.095;0.105866;0.000985784;-0.0309527;0.458055;0.000527667;0.000433827;0.01817;-0.0308272;6.52446e-005;-6.87622e-006;-0.00015465;0.000408994;-6.09364e-006;7.11213e-007;2.59181e-005;-0.00015564;-1.20239e-005;19;-1.1915e-005;-3.75246e-007;-1.19737e-005;-0.00909296;19;-0.0552033;-8.93094e-005;-0.00314459;561.284;813.382;208.422;199.227;1791.51;0.000344463;8.9364e-005;5.60229e-007;1.50995e-007;-3.42845e-007;-3.24015e-008;0.0184677;2.59557e-005;-0.00314459;-1.19737e-005;-0.0308272;-0.00015564;0.580745;0.000565349;-0.0692824;0;0;0;0;0;0;0;1.2003;0.000255039;0.194106;-0.381;2.61814;0;0;2.61814;0;0;1.1997;0.168355;-0.0970521;-0.381;0.523742;0;0;0.523742;0;0;1.2;-0.167845;-0.0970522;-0.381;-1.57108;0;0;-1.57108;0;0;1.44143;-0.291055;0.75337;1.47526;0.528082;1.16519;0.363;0.465844;0.881416;0;2.03664;0.881416;-1.5708;1.44166;0.797315;0.124999;1.47583;0.744909;1.04;0.363;1.62801;0.881843;0;-3.08438;0.881843;-1.5708;1.44166;0.797315;-0.125001;1.47583;0.744909;-1.04;0.363;4.65518;0.881843;0;-0.0572115;0.881843;-1.5708;1.44142;-0.291055;-0.753371;1.47525;0.528082;-1.16519;0.363;5.81734;0.881412;0;1.10495;0.881412;-1.5708;1.44095;-0.507561;-0.628371;1.47514;-1.27326;-0.125185;0.363;2.5602;0.881681;0;-2.15219;0.881681;-1.5708;1.44096;-0.507561;0.62837;1.47515;-1.27326;0.125185;0.363;3.72298;0.881684;0;-0.989405;0.881684;-1.5708;2.03664;0.881416;-1.5708;-3.08438;0.881843;-1.5708;-0.0572115;0.881843;-1.5708;1.10495;0.881412;-1.5708;-2.15219;0.881681;-1.5708;-0.989405;0.881684;-1.5708;-3.24015e-008;0;0;-1.55925;0.000527703;1.55925;-0.000433827;-0.000344463;-8.9364e-005;3.75246e-007;3.42845e-007;3.24015e-008;-7.11213e-007;-5.60229e-007;-1.50995e-007;-1.03932;0.794105;-0.381;1.20724;0.502947;-0.381;-0.168189;-1.29705;-0.381
